LNR0:	16
22.0	10
331.0	10
1760.0	7
3.0	8
1.0	7
3.0	11
216.0	10
26.0	6
0.0	8
1737.0	11
3005.0	17
40.0	16
137.0	15
629.0	15
693.0	14
122.0	15
14.0	9
7.0	20
0.0	14
7.0	15
0.0	11
433.0	17
43.0	8
3703.0	10
0.0	6
0.0	10
8.0	11
52.0	15
329.0	8
194.0	16
4836.0	17
5.0	18
4.0	13
329.0	15
490.0	11
4115.0	8
8.0	8
13.0	11
5072.0	15
26.0	10
163.0	14
443.0	8
3277.0	17
1092.0	10
308.0	17
10.0	8
272.059	16
24.0	17
11.0	8
31.0	15
617.0	17
27.0	8
878.0	9
6.0	8
63.0	7
1.0	11
956.0	13
9.0	8
1156.0	15
210.0	11
35.0	13
7657.0	30
13.0	14
2138.0	11
357.0	8
231.0	11
2474.0	12
1466.0	14
158.0	12
146.0	16
1064.0	8
46.0	8
419.0	8
1275.0	11
8.0	11
11.0	16
35.0	17
10.0	10
3207.0	15
12028.0	8
0.0	10
2858.0	11
6.0	10
270.0	11
929.0	14
49.0	10
384.0	8
3021.0	11
4770.0	10
76.0	9
131.0	17
20.0	17
7.0	14
23.0	10
181.0	12
110.0	16
16.0	12
138.0	10
654.0	11
573.0	12
21.0	17
13.0	10
494.0	11
0.0	8
11.0	9
8.0	17
12.0	11
5.0	8
449.0	8
138.0	10
28.0	15
150.0	8
0.0	7
0.0	17
21.0	14
6.0	13
428.0	17
39.0	14
188.0	11
350.0	8
125.0	10
3126.0	12
195.0	6
1.0	10
1877.0	9
4822.0	10
215.0	12
8.0	9
2.0	11
158.0	15
718.0	8
0.0	8
2131.0	15
736.0	10
101.0	9
17.0	6
0.0	11
6293.0	17
25.0	16
0.0	17
0.0	10
15.0	10
36.0	9
1407.0	10
299.0	11
202.0	11
72	14
129	11
92	16
299	12
77	14
88	15
200	10
12	11
103	18
138	19
137	13
102	22
163	9
203	14
0	11
170	8
261	15
66	12
61	11
4	12
64	8
1	15
20	10
121	15
142	10
5	17
151	11
79	12
0	9
102	18
99	20
71	20
121	9
65	16
283	22
20	11
6	9
26	12
101	10
40	15
177	9
160	24
12	19
116	15
136	13
5	16
66	11
150	19
29	14
56	11
172	17
39	14
171	20
16	10
6	13
58	18
242	22
49	22
56	18
4	14
18	12
201	10
207	11
14	14
98	15
23	14
75	10
144	20
35	14
119	13
36	12
136	8
12	17
193	22
66	19
79	12
101	7
1	11
27	9
212	12
170	15
154	20
104	15
136	14
143	14
110	8
3	14
102	9
15	9
139	17
54	17
15	11
210	18
19	12
128	12
176	10
115	10
6	15
180	17
175	15
297	9
2	11
172	14
18	15
7	18
11	15
64	14
192	9
147	17
87	22
166	10
4	12
134	14
103	22
11	8
15	20
108	9
2	10
105	11
418	14
124	12
459	17
96	15
1	20
40	12
26	9
1	19
8	12
190	17
116	12
219	12
156	11
195	10
18	13
255	9
368	14
125	15
21	12
207	17
34	7
5	18
181	10
0	10
21	9
28	20
100	13
198	14
331	19
7	10
69	11
127	12
154	19
122	11
117	13
122	9
67	13
50	14
14	12
415	17
43	11
256	16
11	15
43	20
52	18
102	11
6	13
156	14
101	8
2	9
161	12
195	9
3	13
67	15
4	12
11	14
198	12
180	19
146	12
35	10
185	12
171	20
69	13
76	12
140	14
32	15
118	12
113	11
107	11
184	9
0	12
253	12
47	11
168	12
0	12
4	19
109	13
50	15
101	19
88	11
186	9
245	20
85	9
3	14
169	17
50.0	25
22.0	17
2.0	12
0.0	12
47.0	12
33.0	12
0.0	12
0.0	25
2.0	12
35.0	12
0.0	27
54.0	12
23.0	27
22.0	12
26.0	12
0.0	12
100.0	22
38.0	12
31.0	12
67.0	6
0.0	10
4.0	18
550.0	15
119.0	15
58.0	7
0.0	8
51.0	11
0.0	19
290.0	15
