SEP	9
67	18
11	12
2	18
79	15
75	10
12	14
85	13
2	9
251	14
195	11
57	11
127	11
148	12
146	12
0	9
55	13
189	11
160	17
193	18
93	17
102	13
27	11
74	10
229	11
131	20
68	8
3	12
35	12
166	12
151	11
244	12
253	12
182	14
75	15
176	17
84	13
64	11
61	11
3	13
162	17
118	19
134	14
18	11
6	10
5	11
9	14
82	10
6	11
55	13
57	10
5	13
81	13
76	17
91	18
24	15
180	14
170	13
96	14
102	15
110	11
127	12
122	9
245	13
67	15
69	9
18	9
1	15
165	15
177	13
63	13
50	11
74	16
66	11
66	14
108	16
17	13
125	10
115	12
166	18
65	9
165	12
201	12
189	9
209	12
130	12
179	13
58	15
7	9
188	12
77	10
4	13
44	10
114	12
171	12
132	10
130	9
3	9
143	9
145	12
4	14
135	19
94	19
96	11
40	10
71	13
65	15
176	10
61	10
18	11
5	12
454	20
22	9
23	8
261	16
11	13
13	15
170	15
179	14
35	14
32	11
68	15
33	14
169	10
80	12
2	11
3	10
1	11
31	10
192	8
353	10
2	11
9	10
200	8
2	12
0	20
80	20
104	20
35	18
138	10
0	20
85	12
0	9
147	10
136	11
175	11
186	11
189	15
102	11
362	19
8	14
79	19
109	10
314	14
105	19
116	9
1	15
134	14
101	12
92	13
19	14
124	11
50	18
97	18
19	18
60	19
76	10
44	22
49	11
14	7
1	13
192	14
26	13
182	12
16	12
187	13
156	10
262	17
15	15
154	12
92	12
204	11
191	7
5	15
257	13
190	13
86	17
75	10
198	9
67	7
25	14
130	15
60	9
20	9
6	10
0	13
26	15
21	17
111	11
418	14
15	13
122	14
36	10
174	8
151	9
3	12
42	10
81	19
46	9
18	19
88	19
22	19
29	19
7	18
4	13
5	12
21	14
3	9
125	9
14	11
14	13
2	17
148	18
99	16
80	11
179	9
0	24
14	20
258	19
200	19
255	22
100	21
162	12
47	10
51	15
4	11
144	9
38	11
7	13
12	11
169	16
11	11
76	14
2	17
213	16
69	17
41	17
30	14
79	14
88	13
78	16
77	7
1	18
242	20
43	18
117	12
11	15
20	22
215	22
130	18
112	14
96	20
74	13
50	12
1	11
176	14
65	10
18	20
72	10
4	13
215	10
12	14
198	13
266	12
131	12
136	13
104	12
77	15
274	8
1	10
116	16
91	11
118	13
198	11
174	12
190	8
11	16
283	22
93	22
163	20
100	20
71	17
65	17
59	11
156	13
491	18
15	9
26	10
86	12
127	19
267	19
146	12
17	11
94	11
104	11
33	11
158	16
69	19
109	10
46	13
94	11
38	16
95	12
97	13
85	14
109	13
154	13
115	10
172	14
90	11
116	10
21	9
2	7
223	22
67	22
391	17
13	17
5	17
18	12
337	12
233	19
137	16
42	22
21	20
40	23
95	24
59	9
365	19
57	11
133	12
157	9
249	13
68	10
69	20
13	12
101	24
333	10
27	9
15	15
43	19
193	19
180	20
376	22
66	24
6	24
68	22
250	22
34	20
314	12
66	24
22	20
60	24
197	20
37	15
120	20
47	20
25	20
84	20
27	20
17	22
16	22
367	18
66	22
392	12
13	20
38	17
235	24
1	11
139	22
52	24
228	20
92	20
49	20
326	20
227	20
77	21
201	24
190	20
0	19
360	20
9	20
300	20
97	22
243	21
35	12
89	24
29	22
46	20
70	22
9	16
23	18
43	11
